DATE,TAG,POSTS
"2010-12-01 00:00:00","java","5667"
"2010-12-01 00:00:00","javascript","4955"
"2010-12-01 00:00:00","perl","501"
"2010-12-01 00:00:00","php","5372"
"2010-12-01 00:00:00","python","2472"
"2010-12-01 00:00:00","r","223"
"2010-12-01 00:00:00","ruby","1021"
"2010-12-01 00:00:00","swift","2"
"2011-01-01 00:00:00","assembly","133"
"2011-01-01 00:00:00","c","1458"
"2011-01-01 00:00:00","c#","7977"
"2011-01-01 00:00:00","c++","3482"
"2011-01-01 00:00:00","delphi","368"
"2011-01-01 00:00:00","go","15"
"2011-01-01 00:00:00","java","6529"
"2011-01-01 00:00:00","javascript","5416"
"2011-01-01 00:00:00","perl","477"
"2011-01-01 00:00:00","php","6397"
"2011-01-01 00:00:00","python","2896"
"2011-01-01 00:00:00","r","249"
"2011-01-01 00:00:00","ruby","1201"
"2011-01-01 00:00:00","swift","4"
"2011-02-01 00:00:00","assembly","147"
"2011-02-01 00:00:00","c","1633"
"2011-02-01 00:00:00","c#","8205"
"2011-02-01 00:00:00","c++","3434"
"2011-02-01 00:00:00","delphi","358"
"2011-02-01 00:00:00","go","16"
"2011-02-01 00:00:00","java","6853"
"2011-02-01 00:00:00","javascript","5589"
"2011-02-01 00:00:00","perl","481"
"2011-02-01 00:00:00","php","6685"
"2011-02-01 00:00:00","python","3007"
"2011-02-01 00:00:00","r","322"
"2011-02-01 00:00:00","ruby","1247"
"2011-02-01 00:00:00","swift","5"
"2011-03-01 00:00:00","assembly","192"
"2011-03-01 00:00:00","c","2108"
"2011-03-01 00:00:00","c#","9966"
"2011-03-01 00:00:00","c++","4166"
"2011-03-01 00:00:00","delphi","515"
"2011-03-01 00:00:00","go","3"
"2011-03-01 00:00:00","java","8448"
"2011-03-01 00:00:00","javascript","6756"
"2011-03-01 00:00:00","perl","604"
"2011-03-01 00:00:00","php","8063"
"2011-03-01 00:00:00","python","3741"
"2011-03-01 00:00:00","r","422"
"2011-03-01 00:00:00","ruby","1636"
"2011-03-01 00:00:00","swift","3"
"2011-04-01 00:00:00","assembly","159"
"2011-04-01 00:00:00","c","2032"
"2011-04-01 00:00:00","c#","9253"
"2011-04-01 00:00:00","c++","4159"
"2011-04-01 00:00:00","delphi","400"
"2011-04-01 00:00:00","go","7"
"2011-04-01 00:00:00","java","7881"
"2011-04-01 00:00:00","javascript","6871"
"2011-04-01 00:00:00","perl","550"
"2011-04-01 00:00:00","php","7612"
"2011-04-01 00:00:00","python","3330"
"2011-04-01 00:00:00","r","475"
"2011-04-01 00:00:00","ruby","1475"
"2011-04-01 00:00:00","swift","3"
"2011-05-01 00:00:00","assembly","158"
"2011-05-01 00:00:00","c","1821"
"2011-05-01 00:00:00","c#","9965"
"2011-05-01 00:00:00","c++","3865"
"2011-05-01 00:00:00","delphi","472"
"2011-05-01 00:00:00","go","36"
"2011-05-01 00:00:00","java","8525"
"2011-05-01 00:00:00","javascript","7288"
"2011-05-01 00:00:00","perl","581"
"2011-05-01 00:00:00","php","8053"
"2011-05-01 00:00:00","python","3510"
"2011-05-01 00:00:00","r","425"
"2011-05-01 00:00:00","ruby","1563"
"2011-05-01 00:00:00","swift","1"
"2011-06-01 00:00:00","assembly","139"
"2011-06-01 00:00:00","c","1761"
"2011-06-01 00:00:00","c#","9715"
"2011-06-01 00:00:00","c++","3797"
"2011-06-01 00:00:00","delphi","453"
"2011-06-01 00:00:00","go","34"
"2011-06-01 00:00:00","java","7860"
"2011-06-01 00:00:00","javascript","7655"
"2011-06-01 00:00:00","perl","567"
"2011-06-01 00:00:00","php","7992"
"2011-06-01 00:00:00","python","3461"
"2011-06-01 00:00:00","r","442"
"2011-06-01 00:00:00","ruby","1554"
"2011-06-01 00:00:00","swift","4"
"2011-07-01 00:00:00","assembly","141"
"2011-07-01 00:00:00","c","1655"
"2011-07-01 00:00:00","c#","9557"
"2011-07-01 00:00:00","c++","3845"
"2011-07-01 00:00:00","delphi","427"
"2011-07-01 00:00:00","go","26"
"2011-07-01 00:00:00","java","8122"
"2011-07-01 00:00:00","javascript","8077"
"2011-07-01 00:00:00","perl","658"
"2011-07-01 00:00:00","php","8615"
"2011-07-01 00:00:00","python","3649"
"2011-07-01 00:00:00","r","453"
"2011-07-01 00:00:00","ruby","1577"
"2011-07-01 00:00:00","swift","12"
"2011-08-01 00:00:00","assembly","159"
"2011-08-01 00:00:00","c","1823"
"2011-08-01 00:00:00","c#","10000"
"2011-08-01 00:00:00","c++","3943"
"2011-08-01 00:00:00","delphi","422"
"2011-08-01 00:00:00","go","40"
"2011-08-01 00:00:00","java","8632"
"2011-08-01 00:00:00","javascript","8863"
"2011-08-01 00:00:00","perl","611"
"2011-08-01 00:00:00","php","8843"
"2011-08-01 00:00:00","python","3814"
"2011-08-01 00:00:00","r","586"
"2011-08-01 00:00:00","ruby","1847"
"2011-08-01 00:00:00","swift","8"
"2011-09-01 00:00:00","assembly","154"
"2011-09-01 00:00:00","c","1915"
"2011-09-01 00:00:00","c#","9238"
"2011-09-01 00:00:00","c++","3925"
"2011-09-01 00:00:00","delphi","413"
"2011-09-01 00:00:00","go","26"
"2011-09-01 00:00:00","java","8281"
"2011-09-01 00:00:00","javascript","8137"
"2011-09-01 00:00:00","perl","500"
"2011-09-01 00:00:00","php","7997"
"2011-09-01 00:00:00","python","3507"
"2011-09-01 00:00:00","r","612"
"2011-09-01 00:00:00","ruby","1541"
"2011-09-01 00:00:00","swift","6"
"2011-10-01 00:00:00","assembly","211"
"2011-10-01 00:00:00","c","2138"
"2011-10-01 00:00:00","c#","9156"
"2011-10-01 00:00:00","c++","4334"
"2011-10-01 00:00:00","delphi","463"
"2011-10-01 00:00:00","go","40"
"2011-10-01 00:00:00","java","8499"
"2011-10-01 00:00:00","javascript","7972"
"2011-10-01 00:00:00","perl","555"
"2011-10-01 00:00:00","php","7979"
"2011-10-01 00:00:00","python","3600"
"2011-10-01 00:00:00","r","619"
"2011-10-01 00:00:00","ruby","1601"
"2011-10-01 00:00:00","swift","6"
"2011-11-01 00:00:00","assembly","211"
"2011-11-01 00:00:00","c","2193"
"2011-11-01 00:00:00","c#","9838"
"2011-11-01 00:00:00","c++","4450"
"2011-11-01 00:00:00","delphi","505"
"2011-11-01 00:00:00","go","65"
"2011-11-01 00:00:00","java","9566"
"2011-11-01 00:00:00","javascript","8608"
"2011-11-01 00:00:00","perl","604"
"2011-11-01 00:00:00","php","8606"
"2011-11-01 00:00:00","python","3854"
"2011-11-01 00:00:00","r","605"
"2011-11-01 00:00:00","ruby","1732"
"2011-11-01 00:00:00","swift","4"
"2011-12-01 00:00:00","assembly","228"
"2011-12-01 00:00:00","c","2001"
"2011-12-01 00:00:00","c#","9251"
"2011-12-01 00:00:00","c++","4331"
"2011-12-01 00:00:00","delphi","571"
"2011-12-01 00:00:00","go","52"
"2011-12-01 00:00:00","java","9120"
"2011-12-01 00:00:00","javascript","8274"
"2011-12-01 00:00:00","perl","538"
"2011-12-01 00:00:00","php","8265"
"2011-12-01 00:00:00","python","3604"
"2011-12-01 00:00:00","r","613"
"2011-12-01 00:00:00","ruby","1668"
"2011-12-01 00:00:00","swift","2"
"2012-01-01 00:00:00","assembly","169"
"2012-01-01 00:00:00","c","2217"
"2012-01-01 00:00:00","c#","10324"
"2012-01-01 00:00:00","c++","4519"
"2012-01-01 00:00:00","delphi","509"
"2012-01-01 00:00:00","go","37"
"2012-01-01 00:00:00","java","10054"
"2012-01-01 00:00:00","javascript","9533"
"2012-01-01 00:00:00","perl","561"
"2012-01-01 00:00:00","php","9194"
"2012-01-01 00:00:00","python","4180"
"2012-01-01 00:00:00","r","690"
"2012-01-01 00:00:00","ruby","1886"
"2012-01-01 00:00:00","swift","6"
"2012-02-01 00:00:00","assembly","230"
"2012-02-01 00:00:00","c","2394"
"2012-02-01 00:00:00","c#","10680"
"2012-02-01 00:00:00","c++","5079"
"2012-02-01 00:00:00","delphi","471"
"2012-02-01 00:00:00","go","31"
"2012-02-01 00:00:00","java","10872"
"2012-02-01 00:00:00","javascript","9907"
"2012-02-01 00:00:00","perl","613"
"2012-02-01 00:00:00","php","9810"
"2012-02-01 00:00:00","python","4474"
"2012-02-01 00:00:00","r","811"
"2012-02-01 00:00:00","ruby","2030"
"2012-02-01 00:00:00","swift","9"
"2012-03-01 00:00:00","assembly","260"
"2012-03-01 00:00:00","c","2712"
"2012-03-01 00:00:00","c#","11504"
"2012-03-01 00:00:00","c++","5196"
"2012-03-01 00:00:00","delphi","494"
"2012-03-01 00:00:00","go","47"
"2012-03-01 00:00:00","java","12287"
"2012-03-01 00:00:00","javascript","10623"
"2012-03-01 00:00:00","perl","607"
"2012-03-01 00:00:00","php","10776"
"2012-03-01 00:00:00","python","5009"
"2012-03-01 00:00:00","r","888"
"2012-03-01 00:00:00","ruby","2176"
"2012-03-01 00:00:00","swift","4"
"2012-04-01 00:00:00","assembly","276"
"2012-04-01 00:00:00","c","2661"
"2012-04-01 00:00:00","c#","11051"
"2012-04-01 00:00:00","c++","5275"
"2012-04-01 00:00:00","delphi","482"
"2012-04-01 00:00:00","go","69"
"2012-04-01 00:00:00","java","11949"
"2012-04-01 00:00:00","javascript","10604"
"2012-04-01 00:00:00","perl","598"
"2012-04-01 00:00:00","php","10306"
"2012-04-01 00:00:00","python","4899"
"2012-04-01 00:00:00","r","838"
"2012-04-01 00:00:00","ruby","1960"
"2012-04-01 00:00:00","swift","5"
"2012-05-01 00:00:00","assembly","227"
"2012-05-01 00:00:00","c","2474"
"2012-05-01 00:00:00","c#","11501"
"2012-05-01 00:00:00","c++","4965"
"2012-05-01 00:00:00","delphi","478"
"2012-05-01 00:00:00","go","69"
"2012-05-01 00:00:00","java","12114"
"2012-05-01 00:00:00","javascript","11466"
"2012-05-01 00:00:00","perl","642"
"2012-05-01 00:00:00","php","10842"
"2012-05-01 00:00:00","python","5067"
"2012-05-01 00:00:00","r","874"
"2012-05-01 00:00:00","ruby","1967"
"2012-05-01 00:00:00","swift","6"
"2012-06-01 00:00:00","assembly","200"
"2012-06-01 00:00:00","c","2304"
"2012-06-01 00:00:00","c#","11288"
"2012-06-01 00:00:00","c++","4631"
"2012-06-01 00:00:00","delphi","417"
"2012-06-01 00:00:00","go","72"
"2012-06-01 00:00:00","java","11071"
"2012-06-01 00:00:00","javascript","11195"
"2012-06-01 00:00:00","perl","739"
"2012-06-01 00:00:00","php","10500"
"2012-06-01 00:00:00","python","5259"
"2012-06-01 00:00:00","r","973"
"2012-06-01 00:00:00","ruby","1885"
"2012-06-01 00:00:00","swift","4"
"2012-07-01 00:00:00","assembly","201"
"2012-07-01 00:00:00","c","2366"
"2012-07-01 00:00:00","c#","12294"
"2012-07-01 00:00:00","c++","5261"
"2012-07-01 00:00:00","delphi","439"
"2012-07-01 00:00:00","go","76"
"2012-07-01 00:00:00","java","12224"
"2012-07-01 00:00:00","javascript","12299"
"2012-07-01 00:00:00","perl","666"
"2012-07-01 00:00:00","php","11680"
"2012-07-01 00:00:00","python","5718"
"2012-07-01 00:00:00","r","1117"
"2012-07-01 00:00:00","ruby","2058"
"2012-07-01 00:00:00","swift","9"
"2012-08-01 00:00:00","assembly","189"
"2012-08-01 00:00:00","c","2313"
"2012-08-01 00:00:00","c#","11932"
"2012-08-01 00:00:00","c++","5158"
"2012-08-01 00:00:00","delphi","403"
"2012-08-01 00:00:00","go","72"
"2012-08-01 00:00:00","java","12232"
"2012-08-01 00:00:00","javascript","12420"
"2012-08-01 00:00:00","perl","761"
"2012-08-01 00:00:00","php","11850"
"2012-08-01 00:00:00","python","5856"
"2012-08-01 00:00:00","r","1088"
"2012-08-01 00:00:00","ruby","2057"
"2012-08-01 00:00:00","swift","5"
"2012-09-01 00:00:00","assembly","222"
"2012-09-01 00:00:00","c","2527"
"2012-09-01 00:00:00","c#","11256"
"2012-09-01 00:00:00","c++","4901"
"2012-09-01 00:00:00","delphi","385"
"2012-09-01 00:00:00","go","129"
"2012-09-01 00:00:00","java","11600"
"2012-09-01 00:00:00","javascript","11155"
"2012-09-01 00:00:00","perl","662"
"2012-09-01 00:00:00","php","10934"
"2012-09-01 00:00:00","python","5247"
"2012-09-01 00:00:00","r","1057"
"2012-09-01 00:00:00","ruby","1953"
"2012-09-01 00:00:00","swift","7"
"2012-10-01 00:00:00","assembly","314"
"2012-10-01 00:00:00","c","3151"
"2012-10-01 00:00:00","c#","12703"
"2012-10-01 00:00:00","c++","5898"
"2012-10-01 00:00:00","delphi","478"
"2012-10-01 00:00:00","go","101"
"2012-10-01 00:00:00","java","13458"
"2012-10-01 00:00:00","javascript","12398"
"2012-10-01 00:00:00","perl","682"
"2012-10-01 00:00:00","php","11705"
